procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_raw,school_id_clean,school_id_changed_flag,date_raw,date_clean,date_parse_method,date_ambiguous_flag,date_parse_error_flag,grain_raw,grain_clean,vendor_raw,vendor_clean,quantity_raw,unit_raw,quantity_kg,unit_clean,conversion_method,unit_inferred_flag,cost_raw,total_cost_numeric,cost_per_kg,payment_status_raw,payment_status_clean
MDM000129,2025-09-20,SCH0187,Singh Agro Group,Pulses,0.546,bags,2457.0,Pending,SCH0187,SCH0187,False,2025/09/20,2025-09-20,ISO_FORMAT,False,False,Pulses,Pulses,Singh Brothers,Singh Agro Group,0.546,bags,27.3,KG,BAGS_50KG_TO_KG,False,"Rs. 2,457",2457.0,90.0,Due,Pending
MDM009877,2026-01-04,SCH0518,Singh Agro Group,Wheat,0.804,Sacks,1206.0,Unknown,sch0518,SCH0518,True,2026/01/04,2026-01-04,ISO_FORMAT,False,False,gehun,Wheat,S. Agro Works,Singh Agro Group,0.804,Sacks,40.2,KG,BAGS_50KG_TO_KG,False,"Rs. 1,206",1206.0,29.999999999999996,,Unknown
MDM008603,2026-01-27,SCH0054,Singh Agro Group,Rice,0.304,bags,608.0,Paid,SCH-0054,SCH0054,True,01-27-2026,2026-01-27,DASH_MM_DD_YYYY,False,False,chawal,Rice,S. Agro Works,Singh Agro Group,0.304,bags,15.2,KG,BAGS_50KG_TO_KG,False,608,608.0,40.0,Cleared,Paid
MDM001712,2025-09-23,SCH0104,Singh Agro Group,Wheat,0.922,bags,1383.0,Pending,SCH0104,SCH0104,False,23/09/2025,2025-09-23,DASH_DD_MM_YYYY,False,False,Wheat,Wheat,Singh Brothers,Singh Agro Group,0.922,bags,46.1,KG,BAGS_50KG_TO_KG,False,1383,1383.0,30.0,Due,Pending
MDM004183,2025-12-18,SCH0034,Goyal Mills,Pulses,34500,Grams,3105.0,Pending,sch0034,SCH0034,True,18/12/2025,2025-12-18,DASH_DD_MM_YYYY,False,False,Dal,Pulses,Goyal Rice Mill,Goyal Mills,34500,Grams,34.5,KG,GRAMS_TO_KG,False,"₹3,105",3105.0,90.0,PENDING,Pending
MDM007300,2025-05-26,SCH0582,Singh Agro Group,Wheat,,,801.0,Pending,SCH0582,SCH0582,False,2025-05-26,2025-05-26,ISO_FORMAT,False,False,Gehun,Wheat,Singh Agro,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,801,801.0,,PENDING,Pending
MDM008984,2025-11-23,SCH0482,Singh Agro Group,Oil,45400,g,5448.0,Unknown,SCH0482,SCH0482,False,2025/11/23,2025-11-23,ISO_FORMAT,False,False,Cooking Oil,Oil,Singh Brothers,Singh Agro Group,45400,g,45.4,KG,GRAMS_TO_KG,False,5448,5448.0,120.0,,Unknown
MDM004236,2025-08-10,SCH0059,Goyal Mills,Rice,56.3,kg,2252.0,Pending,S0059,SCH0059,True,08-10-2025,2025-08-10,DASH_MM_DD_AMBIGUOUS,True,False,Chawal,Rice,goyal mill,Goyal Mills,56.3,kg,56.3,KG,DIRECT,False,"₹2,252",2252.0,40.0,Pending,Pending
MDM006996,2025-04-17,SCH0589,Sharma Traders,Oil,53.2,KG,6384.0,Pending,SCH-0589,SCH0589,True,17/04/2025,2025-04-17,DASH_DD_MM_YYYY,False,False,Sarson Tel,Oil,Sharma & Sons,Sharma Traders,53.2,KG,53.2,KG,DIRECT,False,"Rs. 6,384",6384.0,120.0,Due,Pending
MDM007973,2025-06-10,SCH0516,Sharma Traders,Rice,45.1,Kgs,1804.0,Unknown,SCH-0516,SCH0516,True,06/10/2025,2025-06-10,DASH_MM_DD_AMBIGUOUS,True,False,Rice,Rice,Sharma & Sons,Sharma Traders,45.1,Kgs,45.1,KG,DIRECT,False,"1,804/-",1804.0,40.0,,Unknown
MDM002399,2025-05-22,SCH0254,Sharma Traders,Rice,31.2 kg,,1248.0,Paid,S0254,SCH0254,True,22-May-2025,2025-05-22,TEXT_MONTH,False,False,RICE,Rice,sharma traders pvt ltd,Sharma Traders,31.2 kg,,31.2,KG,DIRECT,False,"Rs. 1,248",1248.0,40.0,Cleared,Paid
MDM011051,2025-10-30,SCH0435,Kumar Enterprises,Rice,,,1816.0,Pending,S0435,SCH0435,True,30/10/2025,2025-10-30,DASH_DD_MM_YYYY,False,False,Rice,Rice,Kumar Supplies,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,816",1816.0,,PENDING,Pending
MDM010622,2025-05-25,SCH0042,Singh Agro Group,Oil,,,1476.0,Pending,sch_0042,SCH0042,True,25/05/2025,2025-05-25,DASH_DD_MM_YYYY,False,False,Oil,Oil,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"1,476/-",1476.0,,Pending,Pending
MDM008270,2025-11-16,SCH0453,Kumar Enterprises,Pulses,50.1 kg,,4509.0,Unknown,SCH0453,SCH0453,False,2025/11/16,2025-11-16,ISO_FORMAT,False,False,Dal,Pulses,Kumar Supplies,Kumar Enterprises,50.1 kg,,50.1,KG,DIRECT,False,"Rs. 4,509",4509.0,90.0,,Unknown
MDM008770,2025-08-17,SCH0380,Kumar Enterprises,Oil,15.9,Kgs,1908.0,Pending,sch_0380,SCH0380,True,17/08/2025,2025-08-17,DASH_DD_MM_YYYY,False,False,Oil,Oil,kumar general store,Kumar Enterprises,15.9,Kgs,15.9,KG,DIRECT,False,1908,1908.0,120.0,Due,Pending
MDM011096,2025-10-26,SCH0288,Goyal Mills,Pulses,12800,g,1152.0,Paid,SCH0288,SCH0288,False,2025-10-26,2025-10-26,ISO_FORMAT,False,False,Dal,Pulses,goyal mill,Goyal Mills,12800,g,12.8,KG,GRAMS_TO_KG,False,1152,1152.0,90.0,paid,Paid
MDM001187,2025-11-07,SCH0216,Kumar Enterprises,Pulses,52000,g,4680.0,Pending,sch_0216,SCH0216,True,2025/11/07,2025-11-07,ISO_FORMAT,False,False,Lentils,Pulses,Kumar Supplies,Kumar Enterprises,52000,g,52.0,KG,GRAMS_TO_KG,False,"4,680/-",4680.0,90.0,PENDING,Pending
MDM008689,2025-11-08,SCH0434,Kumar Enterprises,Wheat,39300,g,1179.0,Unknown,S0434,SCH0434,True,2025/11/08,2025-11-08,ISO_FORMAT,False,False,Wheat,Wheat,kumar general store,Kumar Enterprises,39300,g,39.300000000000004,KG,GRAMS_TO_KG,False,1179,1179.0,29.999999999999996,,Unknown
MDM001978,2025-06-26,SCH0091,Kumar Enterprises,Rice,,,1960.0,Paid,SCH0091,SCH0091,False,2025-06-26,2025-06-26,ISO_FORMAT,False,False,chawal,Rice,kumar general store,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1960,1960.0,,paid,Paid
MDM005315,2025-07-05,SCH0015,Goyal Mills,Pulses,,,2763.0,Pending,S0015,SCH0015,True,05.07.2025,2025-07-05,DOT_DD_MM_AMBIGUOUS,True,False,Dal,Pulses,Goyal Enterprises,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"2,763/-",2763.0,,Due,Pending
MDM004248,2026-02-05,SCH0118,Goyal Mills,Pulses,,,4329.0,Paid,sch_0118,SCH0118,True,05.02.2026,2026-02-05,DOT_DD_MM_AMBIGUOUS,True,False,Pulses,Pulses,goyal mill,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"4,329/-",4329.0,,Paid,Paid
MDM011264,2025-10-03,SCH0465,Kumar Enterprises,Pulses,,,3654.0,Paid,SCH-0465,SCH0465,True,03.10.2025,2025-10-03,DOT_DD_MM_AMBIGUOUS,True,False,Pulses,Pulses,Kumar & Co.,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 3,654",3654.0,,Paid,Paid
MDM000916,2026-01-05,SCH0113,Kumar Enterprises,Pulses,44,KGS,3960.0,Pending,S0113,SCH0113,True,05.01.2026,2026-01-05,DOT_DD_MM_AMBIGUOUS,True,False,Pulses,Pulses,kumar general store,Kumar Enterprises,44,KGS,44.0,KG,DIRECT,False,"₹3,960",3960.0,90.0,PENDING,Pending
MDM001306,2025-06-21,SCH0464,Sharma Traders,Rice,0.6940000000000001,Bori,1388.0,Pending,sch_0464,SCH0464,True,21-Jun-2025,2025-06-21,TEXT_MONTH,False,False,Chawal,Rice,Sharma & Sons,Sharma Traders,0.6940000000000001,Bori,34.7,KG,BAGS_50KG_TO_KG,False,"Rs. 1,388",1388.0,40.0,Due,Pending
MDM001097,2026-02-21,SCH0074,Goyal Mills,Rice,48100,g,1924.0,Paid,S0074,SCH0074,True,2026-02-21,2026-02-21,ISO_FORMAT,False,False,RICE,Rice,Goyal Rice Mill,Goyal Mills,48100,g,48.1,KG,GRAMS_TO_KG,False,1924,1924.0,40.0,Cleared,Paid
MDM003050,2025-05-27,SCH0344,Goyal Mills,Oil,14400,grams,1728.0,Unknown,0344,SCH0344,True,2025/05/27,2025-05-27,ISO_FORMAT,False,False,Sarson Tel,Oil,Goyal Enterprises,Goyal Mills,14400,grams,14.4,KG,GRAMS_TO_KG,False,1728,1728.0,120.0,,Unknown
MDM008279,2025-08-06,SCH0386,Goyal Mills,Wheat,,,888.0,Paid,SCH-0386,SCH0386,True,08-06-2025,2025-08-06,DASH_MM_DD_AMBIGUOUS,True,False,Wheat,Wheat,goyal mill,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,888,888.0,,paid,Paid
MDM006654,2025-05-20,SCH0122,Singh Agro Group,Rice,54.3,kg,2172.0,Paid,SCH-0122,SCH0122,True,20.05.2025,2025-05-20,DOT_DD_MM_YYYY,False,False,RICE,Rice,Singh Brothers,Singh Agro Group,54.3,kg,54.3,KG,DIRECT,False,"₹2,172",2172.0,40.0,paid,Paid
MDM011764,2026-02-25,SCH0290,Sharma Traders,Wheat,1.194,50kg Bags,1791.0,Pending,SCH0290,SCH0290,False,02-25-2026,2026-02-25,DASH_MM_DD_YYYY,False,False,Atta,Wheat,Sharma & Sons,Sharma Traders,1.194,50kg Bags,59.699999999999996,KG,BAGS_50KG_TO_KG,False,"1,791/-",1791.0,30.000000000000004,PENDING,Pending
MDM001274,2025-07-31,SCH0212,Kumar Enterprises,Rice,0.58,bags,1160.0,Paid,0212,SCH0212,True,31/07/2025,2025-07-31,DASH_DD_MM_YYYY,False,False,Rice,Rice,Kumar Supplies,Kumar Enterprises,0.58,bags,28.999999999999996,KG,BAGS_50KG_TO_KG,False,1160,1160.0,40.00000000000001,paid,Paid
MDM005699,2025-04-26,SCH0124,Goyal Mills,Oil,39.4 kg,,4728.0,Paid,sch_0124,SCH0124,True,26.04.2025,2025-04-26,DOT_DD_MM_YYYY,False,False,Oil,Oil,goyal mill,Goyal Mills,39.4 kg,,39.4,KG,DIRECT,False,"₹4,728",4728.0,120.0,paid,Paid
MDM006946,2026-03-20,SCH0518,Singh Agro Group,Wheat,47100,grams,1413.0,Paid,SCH0518,SCH0518,False,2026/03/20,2026-03-20,ISO_FORMAT,False,False,gehun,Wheat,S. Agro Works,Singh Agro Group,47100,grams,47.1,KG,GRAMS_TO_KG,False,1413,1413.0,30.0,paid,Paid
MDM010018,2025-09-06,SCH0226,Goyal Mills,Rice,0.9540000000000001,Bori,,Paid,0226,SCH0226,True,2025-09-06,2025-09-06,ISO_FORMAT,False,False,Chawal,Rice,goyal mill,Goyal Mills,0.9540000000000001,Bori,47.7,KG,BAGS_50KG_TO_KG,False,,,,paid,Paid
MDM002797,2025-08-09,SCH0202,Goyal Mills,Pulses,26.8,kg,2412.0,Pending,sch_0202,SCH0202,True,09.08.2025,2025-08-09,DOT_DD_MM_AMBIGUOUS,True,False,Pulses,Pulses,goyal mill,Goyal Mills,26.8,kg,26.8,KG,DIRECT,False,"Rs. 2,412",2412.0,90.0,PENDING,Pending
MDM006798,2025-06-21,SCH0072,Singh Agro Group,Pulses,33.4,KG,3006.0,Paid,sch_0072,SCH0072,True,2025-06-21,2025-06-21,ISO_FORMAT,False,False,Daal,Pulses,Singh Brothers,Singh Agro Group,33.4,KG,33.4,KG,DIRECT,False,"₹3,006",3006.0,90.0,Paid,Paid
MDM001399,2025-05-15,SCH0566,Singh Agro Group,Wheat,12600,grams,378.0,Paid,sch0566,SCH0566,True,2025/05/15,2025-05-15,ISO_FORMAT,False,False,Wheat,Wheat,S. Agro Works,Singh Agro Group,12600,grams,12.6,KG,GRAMS_TO_KG,False,378/-,378.0,30.0,Paid,Paid
MDM006616,2025-05-17,SCH0276,Kumar Enterprises,Pulses,42.7,KGS,3843.0,Pending,SCH-0276,SCH0276,True,05-17-2025,2025-05-17,DASH_MM_DD_YYYY,False,False,Dal,Pulses,Kumar Supplies,Kumar Enterprises,42.7,KGS,42.7,KG,DIRECT,False,3843,3843.0,90.0,Pending,Pending
MDM003359,2026-03-24,SCH0051,Goyal Mills,Rice,1.012,Bags,2024.0,Paid,SCH0051,SCH0051,False,2026-03-24,2026-03-24,ISO_FORMAT,False,False,RICE,Rice,goyal mill,Goyal Mills,1.012,Bags,50.6,KG,BAGS_50KG_TO_KG,False,2024,2024.0,40.0,Cleared,Paid
MDM000184,2025-04-26,SCH0235,Kumar Enterprises,Oil,,,1812.0,Paid,sch_0235,SCH0235,True,26-Apr-2025,2025-04-26,TEXT_MONTH,False,False,Sarson Tel,Oil,Kumar & Co.,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,812",1812.0,,Paid,Paid
MDM007751,2025-06-23,SCH0494,Singh Agro Group,Rice,30200,grams,1208.0,Paid,sch0494,SCH0494,True,23-Jun-2025,2025-06-23,TEXT_MONTH,False,False,Chawal,Rice,Singh Brothers,Singh Agro Group,30200,grams,30.2,KG,GRAMS_TO_KG,False,"₹1,208",1208.0,40.0,Paid,Paid
MDM004463,2025-04-29,SCH0001,Kumar Enterprises,Rice,20.9,Kgs,836.0,Paid,sch_0001,SCH0001,True,29/04/2025,2025-04-29,DASH_DD_MM_YYYY,False,False,Chawal,Rice,Kumar & Co.,Kumar Enterprises,20.9,Kgs,20.9,KG,DIRECT,False,836,836.0,40.0,Cleared,Paid
MDM008960,2026-01-15,SCH0182,Sharma Traders,Rice,0.75,Bori,1500.0,Paid,SCH0182,SCH0182,False,15.01.2026,2026-01-15,DOT_DD_MM_YYYY,False,False,chawal,Rice,Sharma Traders,Sharma Traders,0.75,Bori,37.5,KG,BAGS_50KG_TO_KG,False,"Rs. 1,500",1500.0,40.0,paid,Paid
MDM008169,2025-09-25,SCH0540,Singh Agro Group,Pulses,45.7,KGS,4113.0,Pending,sch_0540,SCH0540,True,09-25-2025,2025-09-25,DASH_MM_DD_YYYY,False,False,Daal,Pulses,S. Agro Works,Singh Agro Group,45.7,KGS,45.7,KG,DIRECT,False,4113,4113.0,90.0,Due,Pending
MDM003564,2025-05-11,SCH0271,Singh Agro Group,Wheat,20.3,Kgs,609.0,Pending,S0271,SCH0271,True,2025/05/11,2025-05-11,ISO_FORMAT,False,False,gehun,Wheat,S. Agro Works,Singh Agro Group,20.3,Kgs,20.3,KG,DIRECT,False,609/-,609.0,30.0,PENDING,Pending
MDM011727,2025-04-17,SCH0162,Sharma Traders,Oil,,,6480.0,Paid,sch0162,SCH0162,True,2025/04/17,2025-04-17,ISO_FORMAT,False,False,Oil,Oil,Sharma Traders,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"6,480/-",6480.0,,Paid,Paid
MDM011475,2025-12-04,SCH0345,Singh Agro Group,Oil,42400,g,5088.0,Pending,SCH0345,SCH0345,False,04-Dec-2025,2025-12-04,TEXT_MONTH,False,False,Cooking Oil,Oil,S. Agro Works,Singh Agro Group,42400,g,42.4,KG,GRAMS_TO_KG,False,5088,5088.0,120.0,Pending,Pending
MDM006514,2026-03-08,SCH0199,Goyal Mills,Rice,0.596,50kg Bags,1192.0,Paid,S0199,SCH0199,True,2026-03-08,2026-03-08,ISO_FORMAT,False,False,RICE,Rice,goyal mill,Goyal Mills,0.596,50kg Bags,29.799999999999997,KG,BAGS_50KG_TO_KG,False,"1,192/-",1192.0,40.00000000000001,Paid,Paid
MDM004568,2025-11-12,SCH0491,Goyal Mills,Wheat,0.374,50kg Bags,561.0,Paid,sch0491,SCH0491,True,2025-11-12,2025-11-12,ISO_FORMAT,False,False,Atta,Wheat,goyal mill,Goyal Mills,0.374,50kg Bags,18.7,KG,BAGS_50KG_TO_KG,False,561/-,561.0,30.0,paid,Paid
MDM009465,2026-09-01,SCH0560,Sharma Traders,Pulses,40100,grams,3609.0,Paid,SCH0560,SCH0560,False,09/01/2026,2026-09-01,DASH_MM_DD_AMBIGUOUS,True,False,dal,Pulses,Sharma Traders,Sharma Traders,40100,grams,40.1,KG,GRAMS_TO_KG,False,3609,3609.0,90.0,paid,Paid
MDM006604,2025-12-07,SCH0513,Kumar Enterprises,Rice,51.9 kg,,2076.0,Pending,sch0513,SCH0513,True,12/07/2025,2025-12-07,DASH_MM_DD_AMBIGUOUS,True,False,chawal,Rice,kumar general store,Kumar Enterprises,51.9 kg,,51.9,KG,DIRECT,False,"Rs. 2,076",2076.0,40.0,PENDING,Pending
MDM010009,2025-08-06,SCH0464,Singh Agro Group,Oil,32200,g,3864.0,Paid,SCH-0464,SCH0464,True,06-Aug-2025,2025-08-06,TEXT_MONTH,False,False,Cooking Oil,Oil,Singh Agro,Singh Agro Group,32200,g,32.2,KG,GRAMS_TO_KG,False,"₹3,864",3864.0,119.99999999999999,paid,Paid
MDM002657,2025-12-20,SCH0096,Singh Agro Group,Oil,,,1248.0,Unknown,SCH0096,SCH0096,False,12-20-2025,2025-12-20,DASH_MM_DD_YYYY,False,False,Mustard Oil,Oil,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"₹1,248",1248.0,,,Unknown
MDM010250,2025-12-11,SCH0550,Kumar Enterprises,Wheat,55.7 kg,,1671.0,Pending,SCH0550,SCH0550,False,11.12.2025,2025-12-11,DOT_DD_MM_AMBIGUOUS,True,False,Gehun,Wheat,kumar general store,Kumar Enterprises,55.7 kg,,55.7,KG,DIRECT,False,"1,671/-",1671.0,30.0,PENDING,Pending
MDM004306,2026-01-26,SCH0156,Sharma Traders,Wheat,,,522.0,Pending,0156,SCH0156,True,26.01.2026,2026-01-26,DOT_DD_MM_YYYY,False,False,Gehun,Wheat,Sharma & Sons,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,522,522.0,,PENDING,Pending
MDM001962,2025-11-25,SCH0233,Singh Agro Group,Oil,50.5,KGS,6060.0,Paid,sch0233,SCH0233,True,2025-11-25,2025-11-25,ISO_FORMAT,False,False,Sarson Tel,Oil,S. Agro Works,Singh Agro Group,50.5,KGS,50.5,KG,DIRECT,False,6060,6060.0,120.0,paid,Paid
MDM004993,2025-12-31,SCH0485,Goyal Mills,Oil,12.2,KG,1464.0,Paid,SCH-0485,SCH0485,True,31/12/2025,2025-12-31,DASH_DD_MM_YYYY,False,False,Cooking Oil,Oil,goyal mill,Goyal Mills,12.2,KG,12.2,KG,DIRECT,False,1464,1464.0,120.0,paid,Paid
MDM004892,2025-05-14,SCH0240,Kumar Enterprises,Pulses,43.9,KG,3951.0,Unknown,SCH0240,SCH0240,False,2025-05-14,2025-05-14,ISO_FORMAT,False,False,Pulses,Pulses,kumar general store,Kumar Enterprises,43.9,KG,43.9,KG,DIRECT,False,"Rs. 3,951",3951.0,90.0,,Unknown
MDM006139,2025-04-30,SCH0116,Singh Agro Group,Oil,13400,g,1608.0,Pending,SCH-0116,SCH0116,True,2025/04/30,2025-04-30,ISO_FORMAT,False,False,Mustard Oil,Oil,S. Agro Works,Singh Agro Group,13400,g,13.4,KG,GRAMS_TO_KG,False,1608,1608.0,120.0,PENDING,Pending
MDM005816,2025-06-08,SCH0258,Kumar Enterprises,Rice,56700,grams,2268.0,Pending,SCH-0258,SCH0258,True,06-08-2025,2025-06-08,DASH_MM_DD_AMBIGUOUS,True,False,RICE,Rice,kumar general store,Kumar Enterprises,56700,grams,56.7,KG,GRAMS_TO_KG,False,"Rs. 2,268",2268.0,40.0,Due,Pending
MDM005870,2025-06-23,SCH0266,Kumar Enterprises,Rice,34800,g,1392.0,Paid,sch_0266,SCH0266,True,2025-06-23,2025-06-23,ISO_FORMAT,False,False,Chawal,Rice,Kumar Supplies,Kumar Enterprises,34800,g,34.800000000000004,KG,GRAMS_TO_KG,False,"₹1,392",1392.0,39.99999999999999,paid,Paid
MDM008932,2026-01-24,SCH0042,Sharma Traders,Rice,,,2112.0,Paid,SCH-0042,SCH0042,True,01-24-2026,2026-01-24,DASH_MM_DD_YYYY,False,False,Chawal,Rice,Sharma & Sons,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,2112,2112.0,,Paid,Paid
MDM006396,2025-08-29,SCH0305,Singh Agro Group,Rice,18200,g,728.0,Pending,SCH0305,SCH0305,False,2025-08-29,2025-08-29,ISO_FORMAT,False,False,chawal,Rice,Singh Agro,Singh Agro Group,18200,g,18.2,KG,GRAMS_TO_KG,False,728/-,728.0,40.0,Due,Pending
MDM011712,2026-01-07,SCH0585,Sharma Traders,Pulses,41.9,KGS,3771.0,Paid,SCH-0585,SCH0585,True,2026/01/07,2026-01-07,ISO_FORMAT,False,False,dal,Pulses,sharma traders pvt ltd,Sharma Traders,41.9,KGS,41.9,KG,DIRECT,False,3771,3771.0,90.0,Paid,Paid
MDM006227,2026-01-21,SCH0322,Sharma Traders,Wheat,0.444,50kg Bags,666.0,Paid,SCH0322,SCH0322,False,21-Jan-2026,2026-01-21,TEXT_MONTH,False,False,Atta,Wheat,Sharma & Sons,Sharma Traders,0.444,50kg Bags,22.2,KG,BAGS_50KG_TO_KG,False,Rs. 666,666.0,30.0,Cleared,Paid
MDM009310,2026-02-21,SCH0304,Kumar Enterprises,Rice,22200,g,888.0,Pending,S0304,SCH0304,True,21/02/2026,2026-02-21,DASH_DD_MM_YYYY,False,False,chawal,Rice,kumar general store,Kumar Enterprises,22200,g,22.2,KG,GRAMS_TO_KG,False,888/-,888.0,40.0,Due,Pending
MDM010332,2025-05-24,SCH0458,Sharma Traders,Wheat,38.7,KGS,1161.0,Pending,SCH0458,SCH0458,False,24/05/2025,2025-05-24,DASH_DD_MM_YYYY,False,False,gehun,Wheat,sharma traders pvt ltd,Sharma Traders,38.7,KGS,38.7,KG,DIRECT,False,"₹1,161",1161.0,29.999999999999996,Due,Pending
MDM011924,2025-11-01,SCH0568,Kumar Enterprises,Rice,,,1888.0,Paid,SCH0568,SCH0568,False,01-Nov-2025,2025-11-01,TEXT_MONTH,False,False,RICE,Rice,Kumar Supplies,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1888,1888.0,,paid,Paid
MDM001252,2025-04-28,SCH0107,Sharma Traders,Wheat,24.1 kg,,,Pending,SCH0107,SCH0107,False,28.04.2025,2025-04-28,DOT_DD_MM_YYYY,False,False,Wheat,Wheat,Sharma Traders,Sharma Traders,24.1 kg,,24.1,KG,DIRECT,False,,,,Due,Pending
MDM003177,2025-10-18,SCH0111,Goyal Mills,Pulses,23.2 kg,,,Paid,SCH0111,SCH0111,False,2025-10-18,2025-10-18,ISO_FORMAT,False,False,Lentils,Pulses,Goyal Rice Mill,Goyal Mills,23.2 kg,,23.2,KG,DIRECT,False,,,,paid,Paid
MDM005073,2025-08-05,SCH0064,Sharma Traders,Rice,37600,g,1504.0,Pending,sch0064,SCH0064,True,08-05-2025,2025-08-05,DASH_MM_DD_AMBIGUOUS,True,False,RICE,Rice,Sharma & Sons,Sharma Traders,37600,g,37.6,KG,GRAMS_TO_KG,False,1504,1504.0,40.0,Due,Pending
MDM003360,2025-11-06,SCH0055,Singh Agro Group,Rice,,,1372.0,Pending,sch0055,SCH0055,True,06.11.2025,2025-11-06,DOT_DD_MM_AMBIGUOUS,True,False,Chawal,Rice,S. Agro Works,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,372",1372.0,,Pending,Pending
MDM007683,2025-10-14,SCH0534,Goyal Mills,Pulses,34,KGS,3060.0,Paid,S0534,SCH0534,True,2025-10-14,2025-10-14,ISO_FORMAT,False,False,Lentils,Pulses,Goyal Enterprises,Goyal Mills,34,KGS,34.0,KG,DIRECT,False,3060,3060.0,90.0,Paid,Paid
MDM008295,2026-01-18,SCH0120,Kumar Enterprises,Rice,18,KGS,720.0,Pending,sch_0120,SCH0120,True,18-Jan-2026,2026-01-18,TEXT_MONTH,False,False,chawal,Rice,Kumar Supplies,Kumar Enterprises,18,KGS,18.0,KG,DIRECT,False,720,720.0,40.0,PENDING,Pending
MDM010441,2025-06-10,SCH0272,Goyal Mills,Rice,0.212,Sacks,424.0,Unknown,SCH0272,SCH0272,False,06-10-2025,2025-06-10,DASH_MM_DD_AMBIGUOUS,True,False,Chawal,Rice,Goyal Rice Mill,Goyal Mills,0.212,Sacks,10.6,KG,BAGS_50KG_TO_KG,False,424,424.0,40.0,,Unknown
MDM009045,2025-12-16,SCH0148,Singh Agro Group,Wheat,23.5 kg,,705.0,Pending,SCH0148,SCH0148,False,16.12.2025,2025-12-16,DOT_DD_MM_YYYY,False,False,gehun,Wheat,Singh Agro,Singh Agro Group,23.5 kg,,23.5,KG,DIRECT,False,705/-,705.0,30.0,Pending,Pending
MDM007467,2025-07-27,SCH0325,Sharma Traders,Rice,44400,grams,1776.0,Paid,SCH0325,SCH0325,False,2025/07/27,2025-07-27,ISO_FORMAT,False,False,chawal,Rice,sharma traders pvt ltd,Sharma Traders,44400,grams,44.4,KG,GRAMS_TO_KG,False,1776,1776.0,40.0,Paid,Paid
MDM011100,2025-11-04,SCH0006,Sharma Traders,Pulses,10.4,Kgs,936.0,Unknown,sch0006,SCH0006,True,04-Nov-2025,2025-11-04,TEXT_MONTH,False,False,dal,Pulses,Sharma & Sons,Sharma Traders,10.4,Kgs,10.4,KG,DIRECT,False,936/-,936.0,90.0,,Unknown
MDM003290,2025-04-25,SCH0282,Kumar Enterprises,Rice,15.4 kg,,616.0,Paid,0282,SCH0282,True,2025-04-25,2025-04-25,ISO_FORMAT,False,False,Chawal,Rice,Kumar Supplies,Kumar Enterprises,15.4 kg,,15.4,KG,DIRECT,False,616,616.0,40.0,paid,Paid
MDM011143,2025-10-20,SCH0429,Kumar Enterprises,Pulses,51800,g,4662.0,Pending,sch_0429,SCH0429,True,20/10/2025,2025-10-20,DASH_DD_MM_YYYY,False,False,Lentils,Pulses,Kumar & Co.,Kumar Enterprises,51800,g,51.800000000000004,KG,GRAMS_TO_KG,False,"₹4,662",4662.0,89.99999999999999,PENDING,Pending
MDM007412,2025-09-07,SCH0297,Goyal Mills,Oil,,,1788.0,Pending,SCH0297,SCH0297,False,07.09.2025,2025-09-07,DOT_DD_MM_AMBIGUOUS,True,False,Cooking Oil,Oil,Goyal Rice Mill,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,788",1788.0,,PENDING,Pending
MDM011172,2025-08-24,SCH0502,Goyal Mills,Pulses,1.076,Bags,4842.0,Paid,sch0502,SCH0502,True,08-24-2025,2025-08-24,DASH_MM_DD_YYYY,False,False,Lentils,Pulses,goyal mill,Goyal Mills,1.076,Bags,53.800000000000004,KG,BAGS_50KG_TO_KG,False,"₹4,842",4842.0,89.99999999999999,paid,Paid
MDM003191,2025-11-26,SCH0175,Kumar Enterprises,Rice,42500,g,1700.0,Paid,sch_0175,SCH0175,True,2025/11/26,2025-11-26,ISO_FORMAT,False,False,RICE,Rice,kumar general store,Kumar Enterprises,42500,g,42.5,KG,GRAMS_TO_KG,False,"Rs. 1,700",1700.0,40.0,paid,Paid
