school_id,school_name,district,block,total_enrolled_students,school_type,medium,school_id_raw,school_id_clean,school_id_changed_flag,district_raw,district_clean,block_raw,block_clean
SCH0328,Govt. Senior Secondary School Sarraf,Sangrur,Sangrur,228,Secondary,Hindi,SCH0328,SCH0328,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0329,Govt. Elementary School Modi,Sangrur,Unknown Block,415,Upper Primary,Hindi,SCH0329,SCH0329,False,Sangrur,Sangrur,,Unknown Block
SCH0330,Govt. Middle School Badami,Unknown District,Moga-I,211,Higher Secondary,Hindi,SCH0330,SCH0330,False,,Unknown District,Moga-I,Moga-I
SCH0331,Govt. Primary School Raju,Patiala,Unknown Block,291,Upper Primary,Hindi,SCH0331,SCH0331,False,Patiala,Patiala,,Unknown Block
SCH0332,Govt. Senior Secondary School Lad,Ferozepur,Makhu,274,Primary,Punjabi,SCH0332,SCH0332,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0333,Govt. Middle School Warrior,Amritsar,Amritsar-I,262,Upper Primary,Punjabi,SCH0333,SCH0333,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0334,Govt. Senior Secondary School Gole,Moga,Bagha Purana,271,Primary,Hindi,SCH0334,SCH0334,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0335,Govt. Primary School Kota,Amritsar,Amritsar-Ii,94,Higher Secondary,Hindi,SCH0335,SCH0335,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0336,Govt. Middle School Sridhar,Sangrur,Malerkotla,277,Primary,Hindi,SCH0336,SCH0336,False,Sangrur,Sangrur,Malerkotla,Malerkotla
SCH0337,Govt. Elementary School Bora,Ludhiana,Ludhiana-Ii,207,Upper Primary,English,SCH0337,SCH0337,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0338,Govt. Senior Secondary School Wali,Bathinda,Unknown Block,55,Higher Secondary,Punjabi,SCH0338,SCH0338,False,Bathinda,Bathinda,,Unknown Block
SCH0339,Govt. Elementary School Zacharia,Jalandhar,Jalandhar-I,46,Upper Primary,Punjabi,SCH0339,SCH0339,False,jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0340,Govt. Elementary School Manda,Bathinda,Bathinda,51,Upper Primary,Punjabi,SCH0340,SCH0340,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0341,Govt. Elementary School Virk,Moga,Moga-I,61,Primary,Punjabi,SCH0341,SCH0341,False,Moga,Moga,Moga-I,Moga-I
SCH0342,Govt. Senior Secondary School Kashyap,Sangrur,Sangrur,235,Upper Primary,Punjabi,SCH0342,SCH0342,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0343,Govt. Elementary School Bassi,Jalandhar,Jalandhar-I,354,Upper Primary,Hindi,SCH0343,SCH0343,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0344,Govt. Senior Secondary School Bala,Sangrur,Sangrur,84,Upper Primary,Hindi,SCH0344,SCH0344,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0345,Govt. Elementary School Mangal,Ludhiana,Machhiwara,440,Higher Secondary,Hindi,SCH0345,SCH0345,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0346,Govt. Primary School Peri,Moga,Nihal Singh Wala,178,Secondary,English,SCH0346,SCH0346,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0347,Govt. Primary School Mall,Ludhiana,Machhiwara,311,Upper Primary,Hindi,SCH0347,SCH0347,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0348,Govt. Elementary School Sarraf,Bathinda,Bathinda,431,Upper Primary,Hindi,SCH0348,SCH0348,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0349,Govt. Primary School Jaggi,Jalandhar,Jalandhar-Ii,343,Secondary,English,SCH0349,SCH0349,False,Jalandhar,Jalandhar,Jalandhar-II,Jalandhar-Ii
SCH0350,Govt. Primary School Mann,Jalandhar,Unknown Block,292,Upper Primary,Hindi,SCH0350,SCH0350,False,Jalandhar,Jalandhar,,Unknown Block
SCH0351,Govt. Senior Secondary School Morar,Patiala,Patiala,309,Secondary,English,SCH0351,SCH0351,False,Patiala,Patiala,Patiala,Patiala
SCH0352,Govt. Middle School Jayaraman,Unknown District,Nakodar,70,Upper Primary,English,SCH0352,SCH0352,False,,Unknown District,Nakodar,Nakodar
SCH0353,Govt. Elementary School Parikh,Ferozepur,Ferozepur,212,Upper Primary,Punjabi,SCH0353,SCH0353,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0354,Govt. Senior Secondary School Kakar,Moga,Moga-Ii,402,Secondary,English,SCH0354,SCH0354,False,Moga,Moga,Moga-II,Moga-Ii
SCH0355,Govt. Primary School Tripathi,Unknown District,Jalandhar-Ii,413,Higher Secondary,English,SCH0355,SCH0355,False,,Unknown District,Jalandhar-II,Jalandhar-Ii
SCH0356,Govt. Middle School Brahmbhatt,Patiala,Patiala,294,Primary,Punjabi,SCH0356,SCH0356,False,Patiala,Patiala,Patiala,Patiala
SCH0357,Govt. Middle School Bhatti,Moga,Nihal Singh Wala,45,Upper Primary,Punjabi,SCH0357,SCH0357,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0358,Govt. Elementary School Panchal,Ludhiana,Ludhiana-I,237,Higher Secondary,Punjabi,SCH0358,SCH0358,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0359,Govt. Primary School Bhavsar,Moga,Nihal Singh Wala,91,Upper Primary,Punjabi,SCH0359,SCH0359,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0360,Govt. Senior Secondary School Bhat,Bathinda,Bathinda,203,Primary,Hindi,SCH0360,SCH0360,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0361,Govt. Elementary School Bumb,Amritsar,Amritsar-I,213,Higher Secondary,Hindi,SCH0361,SCH0361,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0362,Govt. Elementary School Sinha,Ferozepur,Zira,67,Upper Primary,Hindi,SCH0362,SCH0362,False,Ferozepur,Ferozepur,Zira,Zira
SCH0363,Govt. Elementary School Sankar,Bathinda,Rampura Phul,192,Primary,English,SCH0363,SCH0363,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0364,Govt. Primary School Chowdhury,Ludhiana,Machhiwara,84,Higher Secondary,English,SCH0364,SCH0364,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0365,Govt. Middle School Bhavsar,Amritsar,Unknown Block,99,Higher Secondary,Hindi,SCH0365,SCH0365,False,Amritsar,Amritsar,,Unknown Block
SCH0366,Govt. Primary School Hari,Ferozepur,Zira,229,Secondary,Punjabi,SCH0366,SCH0366,False,Ferozepur,Ferozepur,Zira,Zira
SCH0367,Govt. Primary School Vala,Bathinda,Unknown Block,177,Upper Primary,English,SCH0367,SCH0367,False,Bathinda,Bathinda,,Unknown Block
SCH0368,Govt. Elementary School Raman,Ferozepur,Zira,323,Higher Secondary,Punjabi,SCH0368,SCH0368,False,ferozepur,Ferozepur,Zira,Zira
SCH0369,Govt. Senior Secondary School Naik,Patiala,Rajpura,193,Primary,Punjabi,SCH0369,SCH0369,False,patiala,Patiala,Rajpura,Rajpura
SCH0370,Govt. Primary School Pant,Jalandhar,Jalandhar-Ii,148,Upper Primary,Punjabi,SCH0370,SCH0370,False,Jalandhar,Jalandhar,Jalandhar-II,Jalandhar-Ii
SCH0371,Govt. Elementary School Baral,Patiala,Nabha,344,Primary,English,SCH0371,SCH0371,False,Patiala,Patiala,Nabha,Nabha
SCH0372,Govt. Senior Secondary School Mody,Sangrur,Sangrur,442,Higher Secondary,Hindi,SCH0372,SCH0372,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0373,Govt. Middle School Soman,Amritsar,Amritsar-I,328,Secondary,English,SCH0373,SCH0373,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0374,Govt. Elementary School Yohannan,Ferozepur,Mamdot,332,Primary,Hindi,SCH0374,SCH0374,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0375,Govt. Primary School Karan,Ferozepur,Ferozepur,242,Secondary,English,SCH0375,SCH0375,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0376,Govt. Elementary School Talwar,Moga,Moga-I,212,Secondary,Punjabi,SCH0376,SCH0376,False,Moga,Moga,Moga-I,Moga-I
SCH0377,Govt. Middle School Gandhi,Patiala,Nabha,193,Higher Secondary,Punjabi,SCH0377,SCH0377,False,Patiala,Patiala,Nabha,Nabha
SCH0378,Govt. Middle School Mitter,Amritsar,Amritsar-Ii,266,Higher Secondary,Hindi,SCH0378,SCH0378,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0379,Govt. Primary School Balay,Jalandhar,Jalandhar-I,199,Higher Secondary,Hindi,SCH0379,SCH0379,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0380,Govt. Middle School Minhas,Ludhiana,Ludhiana-Ii,56,Secondary,Punjabi,SCH0380,SCH0380,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0381,Govt. Elementary School Varma,Unknown District,Ferozepur,388,Secondary,Punjabi,SCH0381,SCH0381,False,,Unknown District,Ferozepur,Ferozepur
SCH0382,Govt. Primary School Lanka,Moga,Bagha Purana,123,Secondary,Punjabi,SCH0382,SCH0382,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0383,Govt. Senior Secondary School Sama,Ludhiana,Ludhiana-Ii,332,Upper Primary,English,SCH0383,SCH0383,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0384,Govt. Senior Secondary School Parekh,Ferozepur,Ferozepur,439,Primary,Hindi,SCH0384,SCH0384,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0385,Govt. Middle School Mane,Ludhiana,Ludhiana-Ii,169,Secondary,Punjabi,SCH0385,SCH0385,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0386,Govt. Elementary School Sama,Moga,Nihal Singh Wala,169,Secondary,Punjabi,SCH0386,SCH0386,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0387,Govt. Middle School Varty,Moga,Bagha Purana,192,Higher Secondary,English,SCH0387,SCH0387,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0388,Govt. Elementary School Saini,Bathinda,Rampura Phul,136,Upper Primary,Hindi,SCH0388,SCH0388,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0389,Govt. Primary School Borra,Ludhiana,Machhiwara,191,Higher Secondary,Hindi,SCH0389,SCH0389,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0390,Govt. Middle School Dutt,Patiala,Samana,411,Higher Secondary,Hindi,SCH0390,SCH0390,False,Patiala,Patiala,Samana,Samana
SCH0391,Govt. Senior Secondary School Lad,Jalandhar,Nakodar,89,Secondary,English,SCH0391,SCH0391,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0392,Govt. Middle School Kara,Amritsar,Amritsar-Ii,221,Secondary,Hindi,SCH0392,SCH0392,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0393,Govt. Senior Secondary School Bava,Bathinda,Talwandi Sabo,100,Primary,Punjabi,SCH0393,SCH0393,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0394,Govt. Senior Secondary School Bala,Bathinda,Talwandi Sabo,67,Upper Primary,Hindi,SCH0394,SCH0394,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0395,Govt. Elementary School Bose,Sangrur,Sunam,201,Upper Primary,Hindi,SCH0395,SCH0395,False,Sangrur,Sangrur,Sunam,Sunam
SCH0396,Govt. Senior Secondary School Deshmukh,Moga,Moga-I,42,Upper Primary,Hindi,SCH0396,SCH0396,False,Moga,Moga,Moga-I,Moga-I
SCH0397,Govt. Elementary School Raghavan,Sangrur,Sangrur,106,Higher Secondary,Punjabi,SCH0397,SCH0397,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0398,Govt. Primary School Narasimhan,Patiala,Samana,47,Upper Primary,Hindi,SCH0398,SCH0398,False,Patiala,Patiala,Samana,Samana
SCH0399,Govt. Middle School Konda,Patiala,Samana,199,Higher Secondary,Punjabi,SCH0399,SCH0399,False,Patiala,Patiala,Samana,Samana
SCH0400,Govt. Senior Secondary School Sastry,Bathinda,Rampura Phul,273,Secondary,Punjabi,SCH0400,SCH0400,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0401,Govt. Senior Secondary School Sunder,Moga,Moga-Ii,124,Higher Secondary,Hindi,SCH0401,SCH0401,False,Moga,Moga,Moga-II,Moga-Ii
SCH0402,Govt. Primary School Chakraborty,Patiala,Patiala,341,Primary,English,SCH0402,SCH0402,False,Patiala,Patiala,Patiala,Patiala
SCH0403,Govt. Primary School Garde,Ludhiana,Ludhiana-I,378,Primary,Punjabi,SCH0403,SCH0403,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0404,Govt. Primary School Keer,Amritsar,Ajnala,282,Upper Primary,Punjabi,SCH0404,SCH0404,False,Amritsar,Amritsar,Ajnala,Ajnala
SCH0405,Govt. Primary School Agarwal,Bathinda,Maur,254,Primary,Punjabi,SCH0405,SCH0405,False,Bathinda,Bathinda,Maur,Maur
SCH0406,Govt. Senior Secondary School Bhattacharyya,Sangrur,Sunam,351,Secondary,Punjabi,SCH0406,SCH0406,False,Sangrur,Sangrur,Sunam,Sunam
SCH0407,Govt. Elementary School Mitter,Bathinda,Maur,60,Upper Primary,Punjabi,SCH0407,SCH0407,False,Bathinda,Bathinda,Maur,Maur
SCH0408,Govt. Primary School Salvi,Ludhiana,Ludhiana-I,96,Higher Secondary,Punjabi,SCH0408,SCH0408,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0409,Govt. Primary School Puri,Amritsar,Unknown Block,369,Secondary,Hindi,SCH0409,SCH0409,False,Amritsar,Amritsar,,Unknown Block
SCH0410,Govt. Primary School Bath,Ludhiana,Unknown Block,224,Secondary,Punjabi,SCH0410,SCH0410,False,Ludhiana,Ludhiana,,Unknown Block
SCH0411,Govt. Elementary School Narayanan,Ludhiana,Ludhiana-Ii,379,Secondary,English,SCH0411,SCH0411,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0412,Govt. Elementary School Anand,Amritsar,Ajnala,215,Higher Secondary,Punjabi,SCH0412,SCH0412,False,Amritsar,Amritsar,Ajnala,Ajnala
SCH0413,Govt. Primary School Bhatnagar,Sangrur,Dhuri,372,Upper Primary,Hindi,SCH0413,SCH0413,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0414,Govt. Elementary School Goyal,Amritsar,Tarn Taran,342,Higher Secondary,Hindi,SCH0414,SCH0414,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0415,Govt. Elementary School Mandal,Ludhiana,Unknown Block,287,Primary,English,SCH0415,SCH0415,False,Ludhiana,Ludhiana,,Unknown Block
SCH0416,Govt. Middle School Batra,Moga,Moga-I,400,Upper Primary,Hindi,SCH0416,SCH0416,False,Moga,Moga,Moga-I,Moga-I
SCH0417,Govt. Elementary School Ahuja,Amritsar,Tarn Taran,378,Higher Secondary,Hindi,SCH0417,SCH0417,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0418,Govt. Senior Secondary School Comar,Ludhiana,Unknown Block,369,Higher Secondary,Punjabi,SCH0418,SCH0418,False,Ludhiana,Ludhiana,,Unknown Block
SCH0419,Govt. Elementary School Sarkar,Moga,Moga-Ii,209,Primary,Hindi,SCH0419,SCH0419,False,Moga,Moga,Moga-II,Moga-Ii
SCH0420,Govt. Elementary School Nair,Amritsar,Tarn Taran,267,Higher Secondary,Punjabi,SCH0420,SCH0420,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0421,Govt. Primary School Behl,Sangrur,Sangrur,92,Primary,Hindi,SCH0421,SCH0421,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0422,Govt. Primary School Rajan,Bathinda,Maur,375,Secondary,Punjabi,SCH0422,SCH0422,False,Bathinda,Bathinda,Maur,Maur
SCH0423,Govt. Senior Secondary School Master,Moga,Unknown Block,406,Higher Secondary,English,SCH0423,SCH0423,False,Moga,Moga,,Unknown Block
SCH0424,Govt. Elementary School Baral,Bathinda,Rampura Phul,399,Upper Primary,Hindi,SCH0424,SCH0424,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0425,Govt. Senior Secondary School Wason,Patiala,Nabha,101,Higher Secondary,Punjabi,SCH0425,SCH0425,False,Patiala,Patiala,Nabha,Nabha
SCH0426,Govt. Elementary School Andra,Ferozepur,Ferozepur,364,Primary,Hindi,SCH0426,SCH0426,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0427,Govt. Elementary School Mangat,Jalandhar,Phillaur,42,Primary,Punjabi,SCH0427,SCH0427,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0428,Govt. Middle School Swamy,Jalandhar,Jalandhar-Ii,414,Primary,Punjabi,SCH0428,SCH0428,False,Jalandhar,Jalandhar,Jalandhar-II,Jalandhar-Ii
SCH0429,Govt. Elementary School Narain,Ferozepur,Zira,180,Secondary,Hindi,SCH0429,SCH0429,False,Ferozepur,Ferozepur,Zira,Zira
SCH0430,Govt. Senior Secondary School Dutt,Ferozepur,Makhu,399,Secondary,Hindi,SCH0430,SCH0430,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0431,Govt. Middle School Sarin,Bathinda,Rampura Phul,384,Upper Primary,English,SCH0431,SCH0431,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0432,Govt. Elementary School Sura,Sangrur,Dhuri,385,Secondary,Hindi,SCH0432,SCH0432,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0433,Govt. Senior Secondary School Hayre,Amritsar,Amritsar-I,235,Primary,English,SCH0433,SCH0433,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0434,Govt. Primary School Bandi,Jalandhar,Jalandhar-I,393,Upper Primary,Punjabi,SCH0434,SCH0434,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0435,Govt. Middle School Rama,Amritsar,Amritsar-Ii,420,Higher Secondary,Punjabi,SCH0435,SCH0435,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0436,Govt. Primary School Joshi,Ferozepur,Unknown Block,253,Secondary,English,SCH0436,SCH0436,False,Ferozepur,Ferozepur,,Unknown Block
SCH0437,Govt. Senior Secondary School Loyal,Patiala,Rajpura,155,Secondary,Hindi,SCH0437,SCH0437,False,Patiala,Patiala,Rajpura,Rajpura
SCH0438,Govt. Senior Secondary School Chacko,Bathinda,Talwandi Sabo,130,Primary,Punjabi,SCH0438,SCH0438,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0439,Govt. Middle School Sankar,Ferozepur,Unknown Block,259,Secondary,Punjabi,SCH0439,SCH0439,False,Ferozepur,Ferozepur,,Unknown Block
SCH0440,Govt. Middle School Devan,Jalandhar,Jalandhar-I,118,Primary,Hindi,SCH0440,SCH0440,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0441,Govt. Primary School Gara,Moga,Moga-I,441,Upper Primary,Hindi,SCH0441,SCH0441,False,Moga,Moga,Moga-I,Moga-I
SCH0442,Govt. Middle School Karpe,Ferozepur,Mamdot,87,Upper Primary,Hindi,SCH0442,SCH0442,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0443,Govt. Senior Secondary School Chakrabarti,Sangrur,Sangrur,98,Higher Secondary,English,SCH0443,SCH0443,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0444,Govt. Middle School Setty,Ferozepur,Ferozepur,237,Secondary,Hindi,SCH0444,SCH0444,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0445,Govt. Primary School Wason,Sangrur,Dhuri,62,Upper Primary,Hindi,SCH0445,SCH0445,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0446,Govt. Elementary School Kala,Ludhiana,Ludhiana-I,147,Upper Primary,Hindi,SCH0446,SCH0446,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0447,Govt. Middle School Dash,Ferozepur,Unknown Block,422,Primary,Punjabi,SCH0447,SCH0447,False,Ferozepur,Ferozepur,,Unknown Block
SCH0448,Govt. Senior Secondary School Sandal,Ludhiana,Ludhiana-Ii,446,Primary,Punjabi,SCH0448,SCH0448,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0449,Govt. Primary School Keer,Ferozepur,Mamdot,362,Secondary,Hindi,SCH0449,SCH0449,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0450,Govt. Primary School Kurian,Amritsar,Amritsar-I,398,Secondary,English,SCH0450,SCH0450,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0451,Govt. Primary School Dasgupta,Amritsar,Ajnala,431,Higher Secondary,Hindi,SCH0451,SCH0451,False,Amritsar,Amritsar,Ajnala,Ajnala
SCH0452,Govt. Senior Secondary School Jaggi,Patiala,Nabha,422,Secondary,English,SCH0452,SCH0452,False,Patiala,Patiala,Nabha,Nabha
SCH0453,Govt. Primary School Mahal,Unknown District,Ludhiana-Ii,103,Higher Secondary,English,SCH0453,SCH0453,False,,Unknown District,Ludhiana-II,Ludhiana-Ii
SCH0454,Govt. Senior Secondary School Bala,Patiala,Rajpura,370,Upper Primary,English,SCH0454,SCH0454,False,Patiala,Patiala,Rajpura,Rajpura
SCH0455,Govt. Elementary School Borah,Patiala,Patiala,132,Primary,Punjabi,SCH0455,SCH0455,False,Patiala,Patiala,Patiala,Patiala
SCH0456,Govt. Middle School Bhatnagar,Bathinda,Bathinda,168,Higher Secondary,Hindi,SCH0456,SCH0456,False,bathinda,Bathinda,Bathinda,Bathinda
SCH0457,Govt. Elementary School Varty,Amritsar,Ajnala,357,Upper Primary,English,SCH0457,SCH0457,False,amritsar,Amritsar,Ajnala,Ajnala
SCH0458,Govt. Senior Secondary School Murty,Jalandhar,Nakodar,201,Upper Primary,Punjabi,SCH0458,SCH0458,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0459,Govt. Elementary School Mani,Bathinda,Rampura Phul,108,Secondary,English,SCH0459,SCH0459,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0460,Govt. Senior Secondary School Solanki,Sangrur,Sangrur,129,Primary,Hindi,SCH0460,SCH0460,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0461,Govt. Primary School Ramachandran,Bathinda,Bathinda,412,Primary,Hindi,SCH0461,SCH0461,False,bathinda,Bathinda,Bathinda,Bathinda
SCH0462,Govt. Senior Secondary School Gulati,Ferozepur,Zira,58,Higher Secondary,Hindi,SCH0462,SCH0462,False,Ferozepur,Ferozepur,Zira,Zira
SCH0463,Govt. Primary School Rajagopalan,Bathinda,Maur,277,Primary,Hindi,SCH0463,SCH0463,False,Bathinda,Bathinda,Maur,Maur
SCH0464,Govt. Elementary School Khalsa,Jalandhar,Jalandhar-Ii,268,Upper Primary,Punjabi,SCH0464,SCH0464,False,Jalandhar,Jalandhar,Jalandhar-II,Jalandhar-Ii
SCH0465,Govt. Senior Secondary School Banerjee,Patiala,Rajpura,158,Secondary,English,SCH0465,SCH0465,False,patiala,Patiala,Rajpura,Rajpura
SCH0466,Govt. Middle School Chand,Ferozepur,Mamdot,272,Primary,Hindi,SCH0466,SCH0466,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0467,Govt. Elementary School Krishnan,Bathinda,Rampura Phul,336,Upper Primary,Punjabi,SCH0467,SCH0467,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0468,Govt. Middle School Mishra,Bathinda,Talwandi Sabo,154,Secondary,Punjabi,SCH0468,SCH0468,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0469,Govt. Middle School Gera,Ludhiana,Ludhiana-Ii,265,Primary,Hindi,SCH0469,SCH0469,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0470,Govt. Elementary School Handa,Jalandhar,Nakodar,348,Primary,Punjabi,SCH0470,SCH0470,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0471,Govt. Elementary School Chad,Sangrur,Unknown Block,285,Upper Primary,Punjabi,SCH0471,SCH0471,False,Sangrur,Sangrur,,Unknown Block
SCH0472,Govt. Senior Secondary School Nazareth,Jalandhar,Unknown Block,108,Primary,English,SCH0472,SCH0472,False,Jalandhar,Jalandhar,,Unknown Block
SCH0473,Govt. Middle School Nori,Jalandhar,Phillaur,346,Primary,Hindi,SCH0473,SCH0473,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0474,Govt. Senior Secondary School Borra,Sangrur,Dhuri,286,Higher Secondary,Hindi,SCH0474,SCH0474,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0475,Govt. Primary School Prakash,Bathinda,Maur,410,Higher Secondary,Punjabi,SCH0475,SCH0475,False,Bathinda,Bathinda,Maur,Maur
SCH0476,Govt. Primary School Chowdhury,Jalandhar,Jalandhar-I,48,Higher Secondary,Hindi,SCH0476,SCH0476,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0477,Govt. Primary School Gupta,Ludhiana,Ludhiana-I,87,Upper Primary,Punjabi,SCH0477,SCH0477,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0478,Govt. Elementary School Padmanabhan,Ferozepur,Makhu,62,Higher Secondary,Punjabi,SCH0478,SCH0478,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0479,Govt. Primary School Tank,Moga,Moga-I,257,Higher Secondary,Hindi,SCH0479,SCH0479,False,Moga,Moga,Moga-I,Moga-I
SCH0480,Govt. Primary School Brar,Unknown District,Makhu,136,Primary,Punjabi,SCH0480,SCH0480,False,,Unknown District,Makhu,Makhu
SCH0481,Govt. Middle School Bhatti,Patiala,Samana,249,Upper Primary,Hindi,SCH0481,SCH0481,False,Patiala,Patiala,Samana,Samana
SCH0482,Govt. Elementary School Sibal,Ferozepur,Makhu,353,Higher Secondary,Hindi,SCH0482,SCH0482,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0483,Govt. Middle School Varkey,Sangrur,Sunam,229,Higher Secondary,Punjabi,SCH0483,SCH0483,False,Sangrur,Sangrur,Sunam,Sunam
SCH0484,Govt. Elementary School Hayre,Jalandhar,Jalandhar-I,422,Upper Primary,Hindi,SCH0484,SCH0484,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0485,Govt. Senior Secondary School Gola,Ludhiana,Ludhiana-Ii,239,Primary,Hindi,SCH0485,SCH0485,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0486,Govt. Primary School Johal,Ferozepur,Ferozepur,72,Secondary,Punjabi,SCH0486,SCH0486,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0487,Govt. Senior Secondary School Keer,Bathinda,Bathinda,436,Higher Secondary,Hindi,SCH0487,SCH0487,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0488,Govt. Primary School Nayak,Bathinda,Maur,57,Upper Primary,Punjabi,SCH0488,SCH0488,False,Bathinda,Bathinda,Maur,Maur
SCH0489,Govt. Elementary School Pant,Jalandhar,Jalandhar-I,181,Secondary,Hindi,SCH0489,SCH0489,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
